,Unnamed: 0,source,reference,translation,avg-score,z-score
1621,1621,Papuánci volající po samosprávě ohrožují tuto zlatou husu a jsou proto tvrdě potlačováni.,papuans calling for self government threaten this golden goose and are therefore hard pressed ,papuan calls for greater autonomy threaten this golden goose  and are dealt with mercilessly ,81.346344,0.48858824
1622,1622,V úterý střílela indonéská policie na vesničany v sousední Deiyai.,on tuesday  indonesian police fired at villagers in neighbouring deiyai ,on tuesday  indonesian police shot at villagers in paniai s neighboring deiyai regency ,72.291374,0.09175288
1623,1623,"Minulý měsíc byli tři muži obviněni z přepravy velkého množství drog ze Spojených států do Austrálie, které se pokusili propašovat přes Tichý oceán v malém letadle.",last month  three men were charged with transporting a large quantity of drugs from the united states to australia  which they attempted to smuggle across the pacific ocean in a small plane ,last month  three men were accused of transporting a large number of drugs from the united states to australia  which they attempted to smuggle across the pacific in a small plane ,103.97267,1.4801903
1624,1624,Musela to vědět a vidět na vlastní oči a vyrůstat v tom.,she had to know and see with her own eyes and grow into it ,she needs to know it and see it and be raised in it ,51.81463,-0.80564344
1625,1625,"Mnoho let hrál vůdce Kukluxklanu, ale dle jeho slov je role vyčerpávající.",for many years he played the leader of the kucluxclan  but in his words the role is exhausting ,he s played the part of the head klansman for years  but he said the role never gets any easier ,59.823563,-0.45465076
1626,1626,"Orr a bývalý kapitán soutěže Ryder Cup Sam Torrance patří mezi šest skotských hráčů na hřišti; ostatními jsou Andrew Oldcorn, Stephen McAllister, Bill Longmuir a Ross Drummond.",orr and former ryder cup captain sam torrance are among six scottish players on the pitch  the others are andrew oldcorn  stephen mcallister  bill longmuir and ross drummond ,orr and former ryder cup captain sam torrance are among six scots in the field  the others being andrew oldcorn  stephen mcallister  bill longmuir and ross drummond ,64.533646,-0.2482307
1627,1627,Počet Čechů hlasujících v cizině se stabilně zvyšuje.,the number of czechs voting abroad is increasing steadily ,the number of czechs voting abroad is steadily increasing ,112.15317,1.8387017
1628,1628,"Na zemi požár zničil nejméně dvě auta, když na ně dopadly hořící části budovy.",on the ground  a fire destroyed at least two cars as burning parts of the building fell on them ,on the ground  the fire destroyed at least two cars when parts of the burning building crashed down on them ,17.57616,-2.3061492
1629,1629,Přihlížel i její otec.,her father watched ,her father also watched ,71.4258,0.05381881
1630,1630,Délka služby u policie záleží na zdravotním stavu psa.,the length of service with the police depends on the health of the dog ,their time in the police service depends on the dog s health ,85.830414,0.68510324
1631,1631,„Realitní makléř v podstatě při vstupu do bytu spočítá odhadne jeho cenu na základě obytné plochy.“,the real estate agent basically calculates his price on the basis of the residential area when he enters the apartment  ,in a rudimentary form  a real estate agent will walk in and do a calculation based on floor size  ,54.332947,-0.6952778
1632,1632,"""Inkubace trvala 65 dní,"" doplnil Vobruba.",the incubation lasted    days   vobruba said ,the incubation lasted for    days   vobruba explained ,80.45715,0.44961932
1633,1633,"Alan K. Cubbage, viceprezident univerzity pro styk s veřejností, ve svém e-mailovém prohlášení uvedl, že Lathem je nyní na administrativní dovolené a byl mu zakázán vstup na školní prostory univerzity.",alan k  cubbage  the university s vice president of public relations  said in an emailed statement that lathem is now on administrative leave and has been banned from entering the university s school premises ,alan k  cubbage  the vice president for university relations  said in an emailed statement that lathem is now on administrative leave and has been banned from entering northwestern university campuses ,100.58802,1.3318574
1634,1634,"Jedná se doslova o pohled na svět očima lidí, kteří hledají útočiště a šanci na lepší život.",this is literally a view of the world through the eyes of people seeking refuge and a chance for a better life ,it is literally about seeing the world from the perspective of people seeking refuge and a chance to better their lives ,48.358223,-0.95712095
1635,1635,"Přece není nic špatného na tom, když budeme debatovat o počtu poslanců.",there is nothing wrong with debating the number of mps ,there is nothing wrong with debating the number of representatives ,26.179686,-1.9290985
1636,1636,Původ motocyklu je předmětem dalšího šetření.,the origin of the motorcycle is under further investigation ,the origin of the motorcycle is subject to further investigation ,93.39863,1.0167813
1637,1637,"Praha s 1,2 milionu občanů má 1171 zastupitelů.",prague  with     million citizens  has      representatives ,prague has     million citizens and      representatives ,69.399666,-0.034976657
1638,1638,Cítím se jako znovuzrozený.,i feel reborn ,i feel a new person ,81.96686,0.51578236
1639,1639,"Politická divize bezpečnostní agentury Víta Bárty, TOP 09 a občanští demokraté si takhle dohromady přišli na bezmála třicet milionů.",the political division of the security agency v ta b rty  top     and the citizen democrats have come together for nearly thirty million ,the political division of vit b rta s security agency  top     and the civic democrats came together for nearly thirty million ,29.055481,-1.8030664
1640,1640,"Spoustu zastupitelů i celostátních politiků jste naštval svou tezí, že přímo volení starostové a primátoři by měli řídit obce a města sami, jen s manažery.",a lot of representatives and national politicians have upset your thesis that directly elected mayors and mayors should run municipalities and cities themselves  only with managers ,you have upset a lot of representatives and national politicians with the idea that directly elected mayors and chief magistrates should manage municipalities and towns on their own  only using managers ,52.422623,-0.778998
1641,1641,"V těchto dnech probíhá celonárodní pátrání po profesorovi Severozápadní univerzity a zaměstnanci Oxfordské univerzity, kteří jsou stíháni za podezření z vraždy muže, jenž byl nalezen ubodán k smrti v luxusním chicagském bytě, uvedla policie.",these days  a nationwide search is underway for a northwestern university professor and oxford university staff who are being prosecuted on suspicion of murdering a man who was found stabbed to death in a luxury chicago apartment  police said ,a nationwide manhunt is underway for a northwestern university professor and an oxford university employee who are wanted as suspects after a man was found fatally stabbed inside a luxury chicago apartment  police said ,101.243866,1.3606
1642,1642,"K příznakům otravy patří nevolnost, zvracení, bolest hlavy a pocit na omdlení.",symptoms of poisoning include nausea  vomiting  headache and feeling faint ,symptoms of poisoning include nausea  vomiting  headaches and fainting ,98.42091,1.2368838
1643,1643,"Společnosti si začínají uvědomovat, že je nutné dbát na kulturu pracovního prostředí - pro případ, že by se z nich stal další Uber - který se zmítá ve skandálech poté, co bývalý zaměstnanec zveřejnil na svém blogu příspěvek popisující firemní prostředí a obtěžování zaměstnanců, kteří se odváží mluvit otevřeně.",companies are beginning to realize the need to heed the culture of the work environment   in case they become the next uber   which is floundering in scandals after a former employee posted a post on his blog describing the corporate environment and harassment of employees who dare to speak openly ,companies are coming to realize they must stay on top of their workplace culture  lest they become the next uber  which has been enmeshed in scandal since a former employee published a blog post describing an environment of harassment where those who spoke out were punished ,77.95276,0.33986387
1644,1644,Vládní speciál dopravil zraněného Róberta Žitňanského do Bratislavy ve středu po poledni.,a government special delivered the injured r bert  itanian to bratislava on wednesday after noon ,the government special plane brought the injured r bert  it ansk  to bratislava on wednesday afternoon ,29.514486,-1.7829503
1645,1645,"K této situaci došlo na konci února, když někdo podstrčil prezidentovi kopii článku z GotNews.com - webové stránky provokatéra Charlese C. Johnsona - který obvinil zástupkyni náčelníka štábu Katie Walshovou z toho, že je ‚zdrojem mnoha úniků informací' z Bílého Domu.",that situation occurred at the end of february when someone slipped the president a copy of an article from gotnews com   the website of provocateur charles c  johnson   who accused deputy chief of staff katie walsh of being the  source of many leaks  from the white house ,that is what happened in late february when someone mischievously gave the president a printed copy of an article from gotnews com  the website of internet provocateur charles c  johnson  which accused deputy chief of staff katie walsh of being  the source behind a bunch of leaks  in the white house ,40.187843,-1.315189
1646,1646,Sexuální roboti však nejsou pouhým fetišem nebo sexuální pomůckou.,however  sex robots are not a mere fetish or sexual aid ,however  these sex robots are not a mere fetish or just another sex toy ,79.85123,0.4230645
1647,1647,"Ale během úvodních deseti zápasů jsme získali snad jen pět bodů, takže to trenéři začali točit.",but we only scored five points during the opening    games  so the coaches started filming it ,but we only got five points in the first ten games  so the coaches began to change things around ,70.162476,-0.0015464118
1648,1648,"""Nemám se čeho bát, Kaczyński mě nezastraší,"" odvětil Tusk a vyčetl současnému vedení země, že se snaží justici zneužívat proti politickým soupeřům.",i have nothing to fear  kaczy ski will not intimidate me   tusk replied  reading out the country s current leadership for trying to abuse justice against political rivals ,i have nothing to fear  kaczynski doesn t intimidate me   responded tusk  reproaching the country s current leaders for trying to pervert justice to attack his political rivals ,68.59602,-0.0701964
1649,1649,"Tohoto, u nás poměrně nového zpěváka, jste už možná zaregistrovali v červnu tohoto roku, kdy tento dosud u nás téměř neznámý zpěvák uspořádal na české poměry monstrózní akci, na které hostil takové přední osobnosti jako je mistr Karel Gott, Lucie Bílá, Simona Krainová a řada dalších, a akci nemoderoval nikdo jiný, než Leoš Mareš.",this  with us a relatively new singer  you may have already registered in june of this year  when this almost unknown singer held a monstrous event on czech affairs  hosted by leading personalities such as master karel gott  lucie white  simon krain and many others  and the event was not modelled by anyone other than leo  mare  ,the singer is relatively new here  but you may have heard about him in june of this year  when he a huge event on czech soil  hosted by such prominent personalities as karel gott  lucie b l   simona krainov  and a number of others  moderated by none other than leo  mare  ,84.05513,0.6073012
1650,1650,"Posádka lodi je podezřelá z toho, že porušila zákon a obcházela italskou pobřežní stráž, která dohlíží na záchranné operace v této oblasti - z humanitárního nadšení, spíše než cokoliv jiného.",the ship s crew is suspected of breaking the law and bypassing the italian coast guard  which oversees rescue operations in the area   out of humanitarian enthusiasm  rather than anything else ,the crew are suspected of having flouted the authority of the italian coastguard  which oversees rescue operations in the zone  out of humanitarian zeal rather than for any other motives ,54.615623,-0.68288946
1651,1651,Běžkyně na střední tratě Muirová stanovila jen za poslední rok pět britských a dva evropské rekordy.,mid track runner up muir has only set five british and two european records in the last year ,middle distance runner muir is leading the way  having set five british and two european records in the past year ,50.810463,-0.84965116
1652,1652,"NATO ve svém vyjádření uvedlo, že k úternímu výbuchu došlo poté, co byla hlídka spolu se členy afghánské armády napadena „místní osobou s podomácku vyrobeným výbušným zařízením“.",nato said in a statement that tuesday s blast occurred after the patrol  along with members of the afghan army  were attacked by  a local person with a homemade explosive device  ,a nato statement said that thursday evening s blast happened when a joint patrol with the afghan army was attacked by a  personnel borne improvised explosive device  ,79.24557,0.3965214
1653,1653,"""Přes Rakousko navíc Češi míří právě k Jadranu,"" vysvětlila Cieslarová.",through austria  the czechs are heading for the adriatic   cieslar explained ,most czechs head through austria towards the adriatic   cieslarov  explained ,57.53926,-0.55476063
1654,1654,"Občerstvení, útulný altánek a úchvatné výhledy do krajiny zaručeny!",refreshments  cosy gazebo and stunning views of the countryside guaranteed ,refreshments  a homey alcove and breathtaking views of the region are guaranteed ,29.795382,-1.7706403
1655,1655,Země se také potýká s problémem rostoucícho počtu lidí trpících drogovou závislostí.,the country is also grappling with the problem of a growing number of people suffering from drug addiction ,the country is also struggling with a growing number of people with drug addictions ,97.211105,1.1838636
1656,1656,Podle listu Corriere della Serra se ve vzorku třiadvacetiletého Ippolita vyskytovala pestrá sbírka nedovolených prostředků - od steroidů přes diuretika po léky na Parkinsonovu chorobu či anorexii.,according to corriere della serra  a sample of    year old ippolita featured a colourful collection of illicit devices   from steroids to diuretics to drugs to parkinson s disease or anorexia ,according to the corriere della serra  a sample from    year old ippolita revealed a large collection of illicit aids   from steroids to diuretics and medicine for parkinson s or anorexia ,68.00333,-0.09617144
1657,1657,"Ale no tak, nebuďte takoví puritáni!",come on  don t be such puritans ,come on  don t be such puritans ,42.295837,-1.2228059
1658,1658,"Daimler v úterý oznámil, že upraví tři miliony vozů Mercedes po celé Evropě ke snížení dieselových emisí.",daimler on tuesday announced it would adjust three million mercedes cars across europe to reduce diesel emissions ,daimler announced on tuesday that it would modify three million mercedes vehicles in europe to reduce their diesel emissions ,100.199234,1.3148189
1659,1659,"Záznamy naznačují, že HMX-1 vyšetřuje možné porušení tohoto nařízení.",records suggest hmx   is investigating possible violations of this regulation ,records indicate that hmx   inquired about whether the event might violate the provision ,90.957016,0.90977734
1660,1660,Problémem mohou být také jednorázové pleny.,disposable nappies can also be a problem ,disposable incontinence pants may also be a problem ,79.03648,0.38735828
1661,1661,"Důvěrná historie Scotney je relativně velkou neznámou, jelikož organizace National Trust získala přístup k dokumentům až v roce 2006 po smrti posledního dědice, Elizabeth Husseyové.",the confidential history of scotney is a relatively large unknown as the national trust organisation gained access to the documents only in      after the death of the last heir  elizabeth hussey ,the intimate history of scotney is relatively unknown  as the national trust had only gained full access in      when the final heir  elizabeth hussey  died ,56.37298,-0.6058731
1662,1662,Často chodil do baru El Guayabo naproti kancelářím a sedával u stejného stolu.,he often went to the el guayabo bar opposite the offices and sat at the same table ,he would go to el guayabo  the bar across from the office  and would always sit at the same table ,57.56434,-0.5536616
1663,1663,"Oběť i vrah spolu měli mít sex a kouřit marihuanu, posléze ji zabil.",both the victim and the killer were supposed to have sex and smoke marijuana  then killed her ,both the victim and the killer had sex and smoked marijuana  then he killed her ,59.244667,-0.48002094
1664,1664,"""Milý Zdeňku, rád bych se tímto přihlásil do tvé akademie vaření, protože si, ruku na srdce, myslím, že se od tebe můžu hodně přiučit,"" vyzval ho ve videu na sociální síti.",dear zdek  i d like to sign up for your cooking academy because  hand on heart  i think i can learn a lot from you   he challenged in a video on the social network ,dear zden k  i would like to apply to your cooking academy  because  hand on heart  i think i can learn a lot from you   he said in a video shared on social media ,69.82686,-0.016254878
1665,1665,"V telefonickém rozhovoru z 27. ledna s mexickým prezidentem Enriquem Peñou Nietem jej Trump urgoval, aby přestal veřejně hlásal, že nezaplatí za stavbu navrhované zdi.",in a telephone interview from january    with mexican president enrique pe ou nieto  trump urged him to stop publicly reporting that he would not pay for the construction of the proposed wall ,on   th january in a phone call to mexican president  enrique pena nieto  trump urged him to stop publicly saying he would not pay for a proposed border wall ,92.455734,0.97545886
1666,1666,Spousta výrobků vystavených na poličkách je skutečně líbivá.,a lot of the products exposed on the shelves are actually kissing ,the variety of products displayed on the shelves is really appealing ,77.12064,0.3033963
1667,1667,"Vedra zasáhla hlavně Moravu, v Čechách bylo převážně oblačno.",the heat mainly hit moravia  it was mostly cloudy in bohemia ,the heatwave mainly affected moravia  while in bohemia it was mostly cloudy ,63.17906,-0.30759552
1668,1668,"""Chlazená pitná voda je dostupná ve všech smyčkách, střídacích bodech a vozovnách,"" uvedla Řehková.",chilled drinking water is available in all loops  cutting points and roadways   rivera said ,chilled drinking water is available on all routes  exchange points and depots   said  ehkov  ,40.666527,-1.2942107
1669,1669,Oproti úterý ve čtvrtek ale nepadlo mnoho teplotních rekordů.,but it didn t hit many temperature records compared to tuesday on thursday ,elsewhere  however  many of the temperature records set on tuesday did not fall on thursday ,119.01522,2.1394322
1670,1670,"Stav byl ještě umocněn vstupem mé ženy do garáže, kterou přivolal ryk a slova, která z mých úst slyší zcela výjimečně.",the condition was exacerbated by my wife s entry into the garage  which was summoned by a ryk and words that hear from my mouth quite exceptionally ,the situation was further intensified by my wife entering the garage  summoned by the shouts and words she heard coming out of my mouth  very unusually ,93.04071,1.0010955
1671,1671,"Facebook ve čtvrtek ve svém dalším prohlášení vydaném v Německu uvedl, že chystá spuštění testování nové funkce kontroly falešných zpráv v USA, Francii, Nizozemsku a Německu.",facebook said on thursday in its next statement issued in germany that it was preparing to launch testing of a new feature of controlling fake news in the us  france  the netherlands and germany ,on thursday facebook said in a separate statement in german that a test of the new fact checking feature was being launched in the united states  france  the netherlands and germany ,100.82399,1.3421988
1672,1672,"Postaral se o to, že se ženy začaly více zajímat o design takovýchto výrobků.",he made sure that women became more interested in the design of such products ,it paid attention to the fact that women were starting to be interested in the design of these kinds of products ,62.89946,-0.31984913
1673,1673,"A stačilo jen pár běžných pohybů a modelka všem ukázala své silikony, ale také zadeček.",and all it took was a few routine moves  and the model showed everyone her silicones  but also her posterior ,all it took was a few normal moves for the model to show everyone her silicon and even her behind ,84.13685,0.6108825
1674,1674,"Bavili jsme se s různými týmy, které se ale ve finále rozhodly pro někoho jiného.",we had fun with different teams but they opted for someone else in the final ,we spoke to various teams that ultimately went on to sign someone else ,69.11345,-0.04752015
1675,1675,"Policie se obávala, že dav shromážděný na náměstí propadne nenávistnému šílenství, vraha popadne a zlynčuje.",police feared the crowd gathered in the square would fall into a hateful frenzy  the killer grabs and lynched ,the police were afraid that the crowd gathered in the square would succumb to hateful madness  grab the killer and lynch him ,66.34816,-0.16870935
1676,1676,Velmi si ceníme dědictví Tollcrossu a zdejší lokality a v případě jakýchkoliv změn v provozu zdejší továrny budou zaměstnanci a zástupci odborů neprodleně informováni.“,we greatly appreciate the heritage of tollcross and the site here  and in the event of any changes in the operation of the plant here  employees and union representatives will be informed immediately   ,we fully recognise the heritage of tollcross as a manufacturing site and should there be any changes to our operations at the site  employees and their union representatives will be the first to know  ,78.78013,0.37612346
1677,1677,"Před každými volbami státní volební komise losem určí kraj, pro jehož kandidátky se v cizině hlasuje.",before each election  the state electoral commission shall determine the country for which the candidates are voting abroad ,before each election  the state electoral committee determines which regions  candidates can be voted for abroad by ballot ,88.726944,0.8120441
1678,1678,Zákon omezí počet přistěhovalců a nahradí současné schéma.,the law will limit the number of immigrants and replace the current scheme ,the law will reduce chain migration and replace the current scheme ,68.84516,-0.059277896
1679,1679,"Mexiko výstavbu i financování zdi o délce 3200 kilometrů odmítá, kvůli tomu se vyhrotily i vztahy obou zemí.",mexico rejects the construction and financing of the      kilometer wall  and the relations of the two countries have escalated ,mexico is rejecting the construction and financing of a      kilometre long wall  and the relations between the two countries have become critical ,62.085052,-0.35554063
1680,1680,Miliardářům nestačí ten jeden stejný hlas ve volbách jako každému jednomu plnoletému člověku v zemi.,billionaires are not enough of the same voice in the election as every single full time person in the country ,it isn t enough for billionaires to have the same voice as other mere legal adults in the country during elections ,65.60239,-0.20139298
1681,1681,Prvním z nich je vražda bratra bývalého boxera Julio Césara Cháveze v Sinaloe.,the first is the murder of the brother of former boxer julio c sar ch vez in sinaloe ,there was the killing of former boxing great julio cesar chavez s brother in sinaloa ,81.19667,0.48202878
1682,1682,"Po Strážnici bylo největší vedro v Dyjákovicích na Znojemsku a Brodě nad Dyjí na Břeclavsku, kde se shodně vyšplhala rtuť na 37,8 stupně, ale rekord nepřekonala.",after the guardian  the biggest heat was in dyj kovice on znogensk and broda nad dyji on bclavsk  where the mercury dropped to      degrees  but the record did not pass ,after straznice  the biggest heat was in dyjakovice  near znojmo  and brod nad dyje  near b eclav  where the mercury climbed to      degrees  but did not beat the record ,112.34467,1.8470944
1683,1683,Uvnitř se cestující třásli strachem.,inside  the passengers shook with fear ,inside  the occupants reeled in fear ,78.98152,0.38494956
1684,1684,Způsobila to tehdy závada na elektroinstalaci.,it was caused by an electrical malfunction ,at that time  it was caused by an electrical installation ,88.137085,0.78619343
1685,1685,To pro ně byl neskutečný výsledek.,that was an unreal result for them ,it was an unbelievable result for them ,69.76867,-0.018805036
1686,1686,"Jeden ze svědků televiznímu kanálu SIC Noticias řekl, že letadlo před přistáním letělo těsně nad lidmi, kteří se na pláži opalovali.",one of the witnesses to the tv channel sic noticias said the plane before landing flew just above people sunbathing on the beach ,one witness told the sic noticias tv channel that the plane landed just above people who were sunbathing on the beach ,71.8421,0.07206346
1687,1687,"Linda na útočníky čekala, ale museli vždy zaútočit tehdy, kdy odešla ze hřbitova.",linda waited for the attackers  but they always had to attack when she left the cemetery ,linda waited for the vandals  but they always attacked when she left the cemetery ,71.1277,0.040754724
1688,1688,Šéf Bílého domu konverzaci označil za směšnou.,the white house chief of staff called the conversation ridiculous ,the head of the white house said that the conversation was ridiculous ,89.92671,0.8646241
1689,1689,Před davem popravili vraha Rany.,they executed rana s killer in front of the crowd ,rana s killer was executed before a crowd ,67.51946,-0.117376834
1690,1690,"Zeleno bílá helikoptéra Sikorsky VH-3D, nazývaná též Marine One v přítomnosti prezidenta na palubě, byla vrcholem programu ze 17. července v Bílém Domě, který byl přehlídkou amerických konstrukčních programů.",the green white sikorsky vh  d helicopter  also called marine one in the presence of the president on board  was the highlight of the july    program at the white house  which was a parade of american design programs ,the green and white sikorsky vh  d  known as marine one when the president is aboard  was the centerpiece of the july    event at the white house showcasing american construction programs ,22.573133,-2.087156
1691,1691,Podle mluvčího hasičů Ladislava Holomčíka pomáhal oheň ze vzduchu hasit i vrtulník.,according to fire department spokeswoman ladislava holom ek  a helicopter was also helping the fire from the air ,according to the firefighter s spokesman ladislav holomc k  a helicopter helped to put out the fire from the air ,86.99443,0.73611647
1692,1692,"Na oplátku by získal údaje o lidech, kteří jsou ochotni v případě potřeby přijít zemi v době krize na pomoc, a o jejich schopnostech nebo materiálním vybavení.",in return  it would obtain data on people who are willing  if necessary  to come to the country at a time of crisis to help  and about their capabilities or material equipment ,in return  it would get information about people who are willing to come to the country s aid in times of crisis  and about their abilities or material equipment ,92.51172,0.97791237
1693,1693,"Americká Agentura pro ochranu životního prostředí odvolala své rozhodnutí o odkladu zákona Obamovy administrativy, který nařizoval státům snížit emise, a to pouhý den poté, co agenturu zažalovalo 15 států.",the u s  environmental protection agency rescinded its decision to delay an obama administration law ordering states to cut emissions  just a day after the agency sued    states ,the u s  environmental protection agency reversed a decision to delay an obama era rule requiring states to curb smog causing emissions  one day after    states sued the agency over the move ,100.04877,1.3082247
1694,1694,"Dozvíte se také, jak vypadali, jaká byla jejich anatomie, technologické dovednosti a lovecký um, ale také jejich estetické cítění.",you ll also learn what they looked like  what their anatomy  technological skills and hunting um were  but also their aesthetic feel ,you will also learn about their appearance  their anatomy  their technological and hunting skills  as well as their aesthetic sense ,100.38545,1.3229799
1695,1695,"Stát by například finančně nebo materiálem podpořil spolky radioamatérů, střelců či kynologů a umožnil by zvyšovat schopnosti jejich členů.",for example  the state would support  financially or material  the associations of radio amateurs  shooters or cynologists  and would make it possible to increase the capabilities of their members ,for example  the state would support ham radio  shooting or dog training societies financially or materially  boosting the capabilities of their members ,33.43699,-1.6110462
1696,1696,Tusk znovu vypovídal na prokuratuře kvůli Smolensku.,tusk testified again at the crown prosecution service for smolensk ,tusk testifies at the prosecutor s office again regarding smolensk ,83.33555,0.57576543
1697,1697,"Scotney však byl ze svého útulného místečka u řeky Bewl v britském Kentu svědkem 700 let bouřlivé historie, která inspirovala kudrnatého Jamieho Rhodese z Yorkského hrabství - známého zálibou v historických dokumentech - k vytvoření grafické novely.",but scotney has witnessed     years of turbulent history from his cosy spot at the river bewl in british kent  which inspired the curly haired jamie rhodes of yorkshire county   a known fondness for historical documents   to create a graphic novel ,but scotney has witnessed     years of tumultuous history from its cosy seat in bewl river valley in kent  now inspiration for a graphic novel written by jamie rhodes  a mop haired yorkshireman with a penchant for historical documents ,81.35117,0.48879987
1698,1698,"A to je přesně to, co se děje, pouze v digitální podobě.",and that s exactly what s happening  only in digital form ,but that s exactly what s happening  only digitally ,78.83907,0.37870672
1699,1699,"Zdroj této zprávy si přál zůstat v anonymitě, jelikož není oprávněn situaci s PSG komentovat, uvedla agentura The Associated Press.",the source of the report wished to remain anonymous as he is not authorized to comment on the situation with psg  the agency told the associated press ,they spoke to the associated press on condition of anonymity as they were not authorized to discuss the psg situation ,67.499344,-0.11825854
1700,1700,"K tomu dodala: „V posledních letech jsme investovali 5 milionů liber v oblasti Tollcross, zejména do výrobních linek a zefektivnění provozu.",to that  she added   in recent years we have invested    million in the tollcross area  particularly into production lines and making traffic more efficient ,she added   in recent years  we have invested over   m in our tollcross site  notably on production lines and operational improvements ,97.51526,1.1971933
1701,1701,„Chceme toho n---a Rogera!“ zařval muž.,we want that n   and roger   the man yelled ,we want that n    r roger   the man barked ,85.23153,0.65885705
1702,1702,"Všechny atributy odpovídající významu tohoto místa, jak se sluší a patří.",all attributes corresponding to the meaning of this place as it suits and belongs ,all the attributes correspond to the meaning of this place  and are suitable and appropriate ,89.16885,0.8314108
1703,1703,Jako vždy jsou nejlepší součástí frančízy mnohé vedlejší příběhy.,as always  the best part of the franchise are many side stories ,as always  the best part of the franchise is the digressions ,88.77727,0.8142495
1704,1704,"Také se nechceme pouštět do specialit typu bondáže a latexu, protože na to jednak nemáme prostor, jednak se to sem vyloženě nehodí.",we also don t want to go into specialties like bondage and latex  because we don t have space for that  and it doesn t exactly fit ,we don t want to get involved in any specialism  such as bondage or latex  because we don t have a place for that  it doesn t exactly fit ,56.706932,-0.59123755
1705,1705,"""Máme tam krásný ořešák, pod ním je stůl, a tam děláme různé věci,"" popsala ředitelka školky Barbora Kompanová.",we have a beautiful walnut there  there s a table under it  and that s where we do different things   kindergarten director barbora kompanova described ,we have a beautiful walnut tree with a table under it  and we do different things there   said barbora kompanov   the director of the kindergarten ,72.47311,0.09971732
1706,1706,"Úlevu hasičům nepřinesla ani večerní změna počasí, kdy horko na řadě míst vystřídaly bouřky a přívalové srážky.",the relief to firefighters was not brought by the evening weather change  when the heat in a number of places was replaced by thunderstorms and torrential rainfall ,the firefighters were not even brought any relief evening by the changes in the weather in the evening  as in many places the heat was replaced by storms and torrential rain ,98.523,1.2413578
1707,1707,"Oni se bojí narušení jejich korupčního systému, a tak mluví o ohrožení demokracie Babišem.",they re afraid of disrupting their corruption system  and so they re talking about the threat to democracy by babi  ,they are afraid of an interference to their corrupt system  and so they talk about the threat to democracy posed by babi  ,70.84057,0.028171109
1708,1708,"Vyřešit tyto problémy bude politicky náročné, ale krokem, který se nabízí, je zjednodušení vízového aparátu.",resolving these problems will be politically challenging  but the step that is being offered is the simplification of the visa apparatus ,solving these problems will be politically challenging  but the first step is to simplify the visa system ,103.677444,1.4672519
1709,1709,Sloučení básně s představou ženy je brilantním feministickým tahem a devastujícím útokem na americký nativismus.,merging a poem with the idea of a woman is a brilliant feminist pull and a devastating attack on american nativism ,the marrying of the poem to the image is a brilliant feminist coup and a devastating attack on american nativism ,29.179586,-1.7976273
1710,1710,"„že se zrovna ona ocitla v předních liniích není náhoda, protože život na těchto křižovatkách v kůži černé podivínské ženy je nebezpečný.",that she was in the front lines is not a coincidence  because life on these intersections in the skin of a black queer woman is dangerous ,it s not a coincidence though she was on the front lines  because living life at those intersections as a black queer woman  you have so much on the line ,65.960785,-0.18568611
1711,1711,Oba rekordy stejně jako u Strážnice pocházely z roku 2013.,both records  as with the guardian  came from      ,both records was last broken in       like in str  nice ,87.54024,0.7600365
1712,1712,Veřejnou zakázku státní proexportní agentury CzechTrade získalo vydavatelství Mladá fronta Františka Savova.,the public contract of the state pro export agency czechtrade was won by the young front of francis savova ,the public commission by the czechtrade state export agency was given to franti ek savov s publishing house mlad  fronta ,68.47062,-0.07569226
1713,1713,"„Pozemek bude hlídat bezpečnostní služba,“ dodal Mora.",the property will be guarded by the security service   mora added ,we will have security   mora said ,28.344069,-1.834244
1714,1714,"Doyleová vzpomíná na své první mistrovství, na kterém byla jedinou další skotskou členkou týmu Lee McConnellová.",doyle recalls her first championship  on which she was the only other scottish member of the team  lee mcconnell ,doyle remembers her first world championships  when the only other scot in the team was lee mcconnell ,80.52639,0.45265365
1715,1715,"Rhodes trávil čas zkoumáním viktoriánského „nového“ hradu, procházením archivů a studováním mnoha pokladů a kuriozit, jako např. hlavou hyeny na stěně a lahvemi, které byly pohozeny po staletí v příkopu.",rhodes spent time exploring the victorian  new  castle  passing through archives and studying many treasures and curiosities  such as the head of hyenas on the wall and bottles that had been dumped for centuries in a ditch ,rhodes spent his days exploring the victorian  new  castle  going through the archives and studying the manor s many treasures and curios  such as the mounted hyena heads on the walls and bottles that had spent centuries in the moat ,58.314148,-0.52080107
1716,1716,Představení končí násilně a rychle.,the show ends violently and quickly ,the reenactment ends violently and quickly ,106.34358,1.5840958
1717,1717,Řidiči MHD fasují vodu i letní oblečení.,mhd drivers faze water as well as summer clothes ,public transport drivers carry water and wear summer clothes ,10.011227,-2.6376836
1718,1718,Sexuální roboti jsou v současnosti opravdu populární.,sex robots are really popular at the moment ,sex robots are a big deal right now ,71.46097,0.055360205
1719,1719,Chce lekci od Pohlreicha!,he wants a lesson from pohlreich ,he wants a lesson from pohlreich ,48.087456,-0.96898735
1720,1720,U výslechu byl už podruhé.,he was in interrogation for the second time ,this was his second time at the hearing ,68.77553,-0.06232959
1721,1721,Mně se to nelíbí a několikrát jsem mu to vyčítal.,i don t like it  and i blamed him several times ,i don t like it  and i ve reproached him for it several times ,47.978897,-0.9737449
