,Unnamed: 0,source,reference,translation,avg-score,z-score
912,912,"He's also been pretty deft at using Facebook as a primary means to connect with his constituents, playfully debuting his hairless head after chemo treatments on his page.",h n on my s ollut aika n pp r  k ytt   facebook kuten ensisijainen keino yhdist   h nen osatekij iden  leikkis sti debytoi h nen kalju p  ns  sen j lkeen  kun kemoterapia hoitoja h nen sivulla ,h n on my s k ytt nyt osaavasti facebookia p  asiallisena yhteydenpitokanavana   nest jiins  ja julkaissut siell  kuvan kemoterapiassa kaljuuntuneesta p  st  n ,45.68048,-0.15984027
913,913,Tyson Fury beat him by the unanimous decision of the judges in November 2015.,tyson fury voittaa h net yksimielisell  p  t ksell  tuomareiden marraskuussa      ,tyson fury l i h net pistein marraskuussa      ,58.182564,0.42527297
914,914,Here are some of the financial aspects of Neymar's move to France.,t  ll  ovat joitakin taloudellisia n k kohtia neymar on muuttaa ranskaan ,neymarin siirtoon ranskaan liittyy monenlaisia taloudellisia n k kohtia ,67.71495,0.8714007
915,915,"""Hang yourself, jump off a building, stab yourself I don't know there's a lot of ways,"" she said in several messages sent in the two weeks before his death while he was on holiday with his family.",roikkua itse  hyp t  pois rakennus  puukottaa itse en tied   siell  on paljon tapoja    h n sanoi useita viestej  l hetet  n kaksi viikkoa ennen h nen kuolemaansa  kun h n oli lomalla perheens  kanssa ,hirt  itsesi  hypp   katolta  puukota itse si  en min  tied   tapoja on monia   carter kirjoitti monissa viesteiss   joita h n oli l hett nyt roylle t m n kuolemaa edelt neiden kahden viikon aikana  roy oli tuolloin lomalla perheens  kanssa ,40.164536,-0.4179935
916,916,"""We're putting this enormous load on them for three or four days and it's very challenging,"" Mora said.",laitamme t m  valtava kuormitus niit  kolme tai nelj  p iv    ja se on eritt in haastava   mora sanoi ,kuormitamme heit  todella paljon kolmen tai nelj n p iv n ajan  ja se on hyvin haasteellista   mora sanoo ,66.35757,0.8078734
917,917,"""In recent years, I've trained and been fit all the time.",viime vuosina olen kouluttanut ja ollut kunnossa koko ajan ,olen viime vuosina treenannut ja ollut hyv ss  kunnossa koko ajan ,24.84254,-1.1350821
918,918,"""We embrace it and we're trying to understand it and we'll push on that until we work it out,"" Black said.",me omaksua se ja yrit mme ymm rt   sit  ja olemme ty nn  kunnes me work it out   musta sanoi ,t m  on tervetullutta  ja jatkamme sen tutkimista niin kauan  ett  ymm rr mme  mist  on kysymys   black sanoo ,41.58065,-0.35171753
919,919,Lampenius has previously posted photos from her past and also talked about difficult subjects.,lampenius on aiemmin l hetetty kuvia menneisyydest  ja puhui my s vaikeita aiheita ,lampenius on aiemminkin julkaissut kuvia menneisyydest  n ja puhunut my s kipeist  aiheista ,31.732218,-0.8126366
920,920,"""The whole Council and the whole Congress was pleased ... that the Russian federation recognized themselves that they have been through some pretty torrid times and are doing everything possible to make sure the federation is reengineered.""",koko neuvosto ja koko kongressi oli tyytyv inen  ett  ven j n federaatio tunnusti itse  ett  he ovat k yneet l pi joitakin melko kiihke  kertaa ja tekev t kaikkensa varmista  ett  liitto on muutettu  ,koko neuvosto ja kongressi olivat tyytyv isi  siihen  ett  ven j n yleisurheiluliitto my nsi maan k yneen l pi vaikeita aikoja ja ilmoitti tekev ns  kaikkensa toimintansa j rjest miseksi uudelleen  ,65.10042,0.74903727
921,921,The rider was elated when wheelchair racer Leo-Pekka Tähti was selected the Athlete of the Year in Finland.,ratsastaja oli riemuissaan  kun py r tuolin racer leo pekka t hti valittiin vuoden urheilijaksi suomessa ,laskija ilahtui kovin py r tuolikelaaja leo pekka t hden valinnasta vuoden urheilijaksi ,43.17743,-0.27698627
922,922,One anonymous resident said: 'They moved there on Monday night after being moved on from Bentley Heath where they were throwing rocks at passers by.,yksi nimet n asukas sanoi   he muuttivat sinne maanantai iltana sen j lkeen kun se on siirtynyt bentley heath  miss  he olivat kivitt   ohikulkijoita ,nimett m n  pysyttelev  asukas kertoo kiertolaisten tulleen maanantai iltana bentley heathista  jossa he olivat heitelleet ohikulkijoita kivill  ,55.409813,0.29550475
923,923,"""The weather has hard, but I was able to hang on and had a good finish"", Poulter said.",s   on kova  mutta pystyin roikkumaan ja oli hyv  lopettaa   poulter sanoi ,keli oli raaka  mutta roikuin mukana ja lopulta p iv  oli hyv   poulter tuumi ,41.51567,-0.35475865
924,924,"The power of the lightning threw Dunn, who was working near the wing, to the ground.",voima salama heitti dunn  joka ty skenteli l hell  siiven maahan ,salaman voima heitti koneen siiven l hell  olevan dunnin maahan ,11.082187,-1.7790841
925,925,"Never mind that someone or several people are shot dead in the street every day in Sinaloa, or that the cemetery is filled with ornate, two-story mausoleums for drug kings, larger than many homes for the living.",koskaan mieless   ett  joku tai useita ihmisi  on ammuttu kadulla joka p iv  sinaloa  tai ett  hautausmaa on t ynn  koristeellinen  kaksikerroksinen mausoleums huumeiden kings  suurempi kuin monissa kodeissa el ville ,sinaloan kaduilla ammutaan joku tai useita ihmisi  kuoliaiksi p ivitt in  ja hautausmaalla on huumeparonien koristeellisia kaksikerroksisia hautarakennuksia  jotka ovat suurempia kuin monien kotitalot ,24.347288,-1.1582606
926,926,"Kilju is prepared through fermentation, while moonshine is made by means of distillation.",kilju kulttuurissa on valmis l pi k yminen  kun pontikka on valmistettu avulla tislaus ,kilju valmistetaan k ymisteitse  pontikka taas tislaamalla ,8.386325,-1.9052538
927,927,"At this point, MariaDB focuses on growth, not on profit, and Paqvalén has little to say about the company's key figures.",t ss  vaiheessa  mariadb keskityt  n kasvuun  ei voittoa  ja paqval n on v h n sanottavaa yhti n tunnusluvut ,kasvuun keskittyv  mariadb ei tee viel  voittoa  ja paqval n on niukkasanainen yhti n tunnusluvuista ,46.19393,-0.13581014
928,928,Finland's top scorer was Piia Korhonen with 14 points.,suomen paras maalintekij  oli piia korhonen    pistett  ,suomen tehokkain oli    pistett  ker nnyt piia korhonen ,56.267494,0.3356453
929,929,"Petitions criticizing his stand on the Treaty of Amity, Commerce, and Navigation with Britain overwhelmed his office, according to the historical documents collected by the online Papers of George Washington Project.",vetoomukset kritisoi h nen seist  yst vyys    kauppa ja navigointi britannia hukkua h nen toimistossaan  mukaan historiallisia asiakirjoja ker  m t online paperit george washington hanke ,presidentin toimistoon tulvi vetoomuksia  joissa arvosteltiin jayn sopimusta eli yhdysvaltain ja britannian v list  yhteisty    kauppa  ja merenkulkusopimusta  t m  k y ilmi papers of george washington  verkkoprojektin ker  mist  asiakirjoista ,39.71746,-0.43891716
930,930,People are often uncertain of what liquids they can carry or how much of them.,ihmiset ovat usein ep varmoja siit   mit  nesteit   he voivat tehd  tai miten paljon niist  ,matkustajat eiv t useinkaan tied   mit  nesteit  lentokoneeseen saa vied  ja kuinka paljon ,4.4342785,-2.0902145
931,931,"Eric Chaisse, an expert at the Provence-based agricultural research institute CRIEPPAM, said: ""Lavender in Provence is effectively endangered, because in recent years the plant has been subjected to the effects of climate change that brought a lot less rain in the spring and mostly in the autumn.",eric chaisse  asiantuntija provence pohjainen maatalouden tutkimuslaitos crieppam  sanoi   laventeli provence on todellakin uhanalaisten  koska viime vuosina tehtaalla on tehty ilmastonmuutoksen vaikutuksia  jotka toivat paljon v hemm n sadetta kev  ll  ja etenkin syksyll  ,laventeli on suorastaan uhanalainen provencen alueella  koska se on k rsinyt viime vuosina ilmastonmuutoksen vaikutuksista  niiden my t  kev  n ja etenkin syksyn sadem  r t ovat pienentyneet selv sti   sanoo provencessa sijaitsevan  maatalouteen erikoistuneen crieppam tutkimuslaitoksen asiantuntija eric chaisse ,1.8309736,-2.2120526
932,932,"Lathem and Warren were confirmed to be at the building by security cameras, he said.",lathem ja warren vahvistettiin olevan rakennuksen turvallisuus kamerat  h n sanoi ,h n kertoi turvakameroiden paljastaneen  ett  lathem ja warren olivat olleet rakennuksessa ,59.46678,0.485376
933,933,"According to Kenneth Blanco, acting director of the Financial Crimes Enforcement Network, this case indicates that the USA is also able to chase cybercriminals operating in other countries.",mukaan kenneth blanco  vt johtaja financial crimes enforcement network  t m  tapaus osoittaa  ett  usa on my s mahdollisuus jahdata verkkorikollisille  jotka toimivat muissa maissa ,oikeusministeri n rikososaston vt  johtajan kenneth blancon mukaan tapaus osoittaa  ett  yhdysvallat kykenee jahtaamaan my s muissa toimivia cyberrikollisia ,40.75676,-0.39027664
934,934,"""I have been hiding in my house for two days.""",olen ollut piilossa kotonani kaksi p iv    ,olen piileskellyt kotona kaksi p iv    ,49.99579,0.042121563
935,935,"Experienced former government official criticised politicians for Yle: ""We have nothing to distribute, now or in many years to come""",kokenut entinen valtion virkamies arvosteli poliitikkojen yle   meill  ei ole mit  n jakaa  nyt tai monia vuosia ,kokenut ex virkamies tylytti poliitikkoja ylell    meill  ei ole mit  n jakovaraa nyt eik  moneen vuoteen ,38.04197,-0.51733226
936,936,The parents and their two children sitting in the back seat did not get hurt.,vanhemmat ja heid n kaksi lasta istuu takapenkill  ei saa satuttaa ,vanhemmat ja takapenkill  olleet kaksi pient  lasta eiv t loukkaantuneet ,57.953117,0.4145346
937,937,"Indonesian police arrested more than 3,900 peaceful protesters in the region last year alone.",indonesian poliisi pid tti yli      rauhanomaisia mielenosoittajia alueella viime vuonna yksin ,viime vuonna indonesian poliisi pid tti alueella yli       ihmist  rauhanomaisissa mielenosoituksissa ,60.253548,0.5221976
938,938,Ilonen comes down 30 places in Scotland,ilonen tulee alas    paikkoja skotlannissa,ilonen romahti    sijaa skotlannissa,25.375813,-1.1101243
939,939,"Hardy is remembered for his role as Cornelius Fudge, the Minister of Magic, in Harry Potter films and his performance as a vet in All Creatures Great and Small based on the book of James Herriot.",hardy muistetaan roolistaan cornelius fudge  ministeri magic  harry potter elokuvia  ja h nen suorituskyky kuin el inl  k ri  kaikki olentoja suuria ja pieni  perustuu book of james herriot ,hardy muistetaan erityisesti taikaministeri cornelius toffeen roolista harry potter elokuvissa sek  el inl  k riroolistaan james herriotin kirjaan perustuvassa kaikenkarvaiset yst v ni  televisiosarjassa ,61.398468,0.57578135
940,940,Members also voted to withdraw part of the mammoth economy-boosting package unleashed a year ago in the aftermath of Brexit.,j senet   nestiv t my s peruuttaa osa mammutin talous lis  m ll  paketin valloilleen vuosi sitten j lkimainingeissa brexit ,lis ksi toimikunnan j senet p  ttiv t peruuttaa osan massiivisesta talouspaketista  jota alettiin toteuttaa vuosi sitten brexit kansan  nestyksen j lkimainingeissa ,56.77459,0.359378
941,941,"At a meeting with the governor of Sinaloa the day after Valdez was killed, Ramirez accused authorities of spying on journalists and having them killed for telling the truth.",kokouksessa kuvern  ri sinaloa p iv  sen j lkeen  kun valdez tapettiin  ramirez syytti viranomaisia vakoilee toimittajia ja ottaa heid t tappoi  kun kertoo totuuden ,valdezin murhan j lkeisen  p iv n  ramirez tapasi sinaloan kuvern  rin ja syytti viranomaisia toimittajien vakoilusta ja tappamisesta siksi  ett  he kertovat totuuden ,53.23413,0.19368006
942,942,"After the accident, I somehow found myself racing at the X-Games.",onnettomuuden j lkeen  olen jotenkin l yt nyt itseni racing x pelej  ,onnettomuuden j lkeen l ysin itseni jotenkin sielt  x gamesin startista ,28.600721,-0.9591946
943,943,"It's the moments of random lunacy that might power this franchise on, like a kind of recursive ""Seven Up!"" series, until it reaches what I assume will be its logical conclusion: ""Wet Hot American Summer: Twenty Years Later,"" whose last scene will have the gang going to see the movie premiere of ""Wet Hot American Summer.""",se on hetki   satunnainen hulluus  joka voi valtaa t m n franchising  kuten er  nlainen rekursiivinen  seitsem n     sarja  kunnes se saavuttaa mit  oletan  on sen looginen johtop  t s   wet hot american summer  kaksikymment  vuotta my hemmin   jonka viimeinen kohtaus on  ett  jengi menee katsomaan elokuvan ensi ilta  wet hot american summer  ,sattumanvaraisen hulluuden hetket saattavat nostaa t m n sarjan lentoon er  nlaisena rekursiivisena seven up   sarjana  kunnes se saa ilmeisen p  t ksens   wet hot american summer   twenty years later  sen viimeisess  kohtauksessa yst v joukko menee wet hot american summer  elokuvan ensi iltaan ,6.470977,-1.9948945
944,944,"In 2010, Diario de Ciudad Juarez addressed the drug cartels publicly with a front-page editorial titled, ""What do you want from us?""",vuonna       diario de ciudad juarez osoitettu huumekartellit julkisesti etusivun p  kirjoitus otsikolla  mit  haluat meist   ,vuonna      diario de ciudad juarez julkaisi etusivullaan huumekartelleille viestin   mit  te haluatte meist   ,57.797096,0.4072326
945,945,"""This documentary is not somebody speaking for us or speaking to us, it's us speaking,"" Davis said.",t m  dokumentti ei ole joku puhuu meille tai puhua meille  se on meille puhuessaan   davis sanoi ,t m  ei ole dokumentti  jossa joku puhuu meille tai puhuu puolestamme  vaan me puhumme   davis sanoo ,76.16683,1.2669594
946,946,"Half-jokingly, some of the reporters wondered whether these officers are among the 50 percent of cops whom the governor himself has said are not trustworthy.",puoli leikill  n  jotkut toimittajat miettinyt  ovatko n m  virkamiehet ovat    prosenttia poliiseista  jolle kuvern  ri itse on sanonut  ettei se ole luotettava ,osa toimittajista arvuutteli puoliksi leikill  n  kuuluivatko juuri n m  kaksi poliisia siihen    prosentin joukkoon  jota osavaltion kuvern  ri ei pit nyt luotettavana ,65.346535,0.76055586
947,947,"""The act has been prepared thoroughly.",laki on laadittu huolellisesti ,laki on hyvin valmisteltu ,16.427883,-1.5288987
948,948,Nearly as many respondents mentioned military actions and an educational reform as primary means.,l hes yht  moni vastaajista mainitsi sotilaalliset toimet ja koulutus uudistuksen ensisijainen keino ,l hes yht  moni nosti ensisijaiseksi keinoksi sotilaalliset toimenpiteet sek  koulutusuudistuksen ,65.37939,0.76209337
949,949,"Ten pieces of nota cost only 10,000 Indonesian rupiah (75 cents).",kymmenen kappaletta nota maksaa vain        indonesian rupiaa     sentti   ,kymmenen bataattia maksaa vain        rupiaa     sentti   ,66.92427,0.8343959
950,950,He freely acknowledged that he was frightened.,h n vapaasti my nsi  ett  h n oli peloissaan ,h n my nsi avoimesti pelk  v ns  ,17.039507,-1.5002741
951,951,Wednesday's sudden reversal is the latest legal setback for Pruitt's regulatory rollback agenda.,keskiviikon  killinen k  ntyminen on uusin oikeudellinen takaisku pruitt on s  ntelyn purkamisen agenda ,keskiviikon  killinen mielenmuutos on viimeisin takaisku pruittin suunnitelmalle lievent   s  nn ksi  ,22.693739,-1.2356488
952,952,This will be the second fight of the year.,t m  voi olla toinen taistelu vuonna ,nyt edess  on kuluvan vuoden toinen kamppailu ,102.472626,2.4981039
953,953,"""She has shown no remorse.""",h n ei ole osoittanut katumusta  ,h n ei ole osoittanut katumusta  ,85.65814,1.7111647
954,954,"It would be cruel to say that the serious accident and losing a leg were a stroke of luck, and Suur-Hamari does not.",se olisi julmaa sanoa  ett  vakavaan onnettomuuteen ja menett   jalkansa olivat onnenpotku  ja suur hamari ei ,olisi julmaa tituleerata vakavaa onnettomuutta ja raajan menett mist  onnenpotkuksi  eik  suur hamari sit  teek  n ,21.877213,-1.2738633
955,955,"I couldn't not take her,"" Ferrell said later.",en voinut ottaa h nt    farrell sanoi my hemmin ,en voinut olla ottamatta tyt rt  mukaani   ferrell kertoi my hemmin ,31.705984,-0.81386435
956,956,"""They were conducting an interview with Chelsea Manning while she was in prison and they wanted some kind of portrait to accompany that article,"" Dewey-Hagborg explained at a press preview of the new exhibition.",he olivat suorittamassa haastattelussa chelsea manning  kun h n oli vankilassa ja he halusivat jonkinlainen muotokuva mukana  ett  artikkeli   dewey hagborg selitti lehdist tilaisuudessa preview uusi n yttely ,he haastattelivat chelsea manningia ja tarvitsivat juttuunsa kuvan   dewey hagborg kertoi uuden n yttelyn tiedotustilaisuudessa ,24.224634,-1.164001
957,957,"However, more storms can be expected.",kuitenkin  enemm n myrskyj  voi olla odotettavissa ,ukkoskirin voi kuitenkin odottaa jatkuvan ,78.19162,1.361722
958,958,"In June 2015, she changed from being Danish to being Norwegian.",kes kuussa      h n muutti olemasta tanskan ett  norjan ,kes kuussa      h n vaihtoi tanskan kansalaisuuden norjan kansalaisuuteen ,77.2996,1.3199743
959,959,"In addition, the organisation recommends that pets be kept away from the package and that it is not allowed to get dirty or wet.",lis ksi j rjest  suosittelee  ett  lemmikkiel imet pidett v  pois pakkauksesta ja ett  se ei saa olla likainen tai m rk  ,j rjest  suosittelee my s pit m  n lemmikkiel imet poissa pakkauksesta ja huolehtimaan  ettei se kastu tai likaannu ,59.587715,0.49103582
960,960,"The married father of one now has technology fitted to both his home and his BMW Z4, which starts when his hand is on the wheel.",naimisissa is  nyt on tekniikka asennettu sek  kotiinsa ja bmw z   joka alkaa silloin  kun h nen k si on ratissa ,northam on naimisissa  ja h nell  on yksi lapsi  h n on asennuttanut mikrosiruteknologian sek  kotiinsa ett  bmw z   autoonsa  joka k ynnistyy  kun h n laskee k tens  ohjauspy r lle ,66.41657,0.810635
961,961,"Barcelona are known to be furious with the manner of the approach and the way that Neymar has forced his way out, despite a source close to the Catalans' board insisting that the club have always done their best to look after him since his arrival from Santos in 2013.",barcelona tiedet  n olevan raivoissaan tavalla l hestymistavan ja siten  ett  neymar on pakko tiens  ulos  vaikka l hde l hell  catalans  hallitus vaatii  ett  klubi on aina tehnyt parhaansa huolehtia h nest   koska h nen saapuessaan p  ss  santos vuonna      ,barcelonan tiedet  n olevan raivoissaan psg n toiminnasta ja tavasta  jolla neymar on l htenyt v kisin seurasta  barcelonaa l hell  oleva l hde kertoo  ett  seura on pit nyt neymarista eritt in hyv   huolta siit  l htien  kun h n saapui santosiin vuonna      ,42.919662,-0.28905007
962,962,"However, it's possible that new infections will be discovered after this fifth case until the middle of August, and the danger isn't over yet"", says Mirkaleena Erkkilä, physician in charge of infectious diseases in basic healthcare services at Sosteri.",kuitenkin  on mahdollista  ett  uusia tartuntoja on l ydetty t m n j lkeen viidenness  tapauksessa vasta elokuun puoliv liss   ja vaara ei ole viel  ohi   sanoo erkkil  mirkaleena  l  k ri vastaa tartuntatautien perusterveydenhuollon palveluja sosteri ,on kuitenkin mahdollista  ett  viidennen sairastuneen j ljilt  uusia tartuntoja voi tulla esille viel  elokuun puoleen v liin saakka  eik  epidemia n in ollen ole viel  ohi  sosterin perusterveydenhuollon tartuntataudeista vastaava l  k ri mirkaleena erkkil  sanoo ,70.78278,1.0149791
963,963,Staff at a Japanese zoo looking for an escaped tortoise.,henkil kunta japanilainen el intarha etsii karannutta kilpikonnaa ,japanilaisen el intarhan henkil kunta etsii karannutta kilpikonnaa ,58.01863,0.41760072
964,964,"We ran down the stairs and it took us about 10 minutes to reach from the 50th floor,"" a resident who gave his name as George told Reuters.",me juoksi alas portaita ja se kesti noin    minuuttia p  st  alkaen    kerroksessa   asukas  joka antoi h nen nimens  kuin george kertoi reutersille ,juoksimme portaita alas     kerroksesta  mik  vei kymmenisen minuuttia   george niminen asukas kertoi reutersille ,54.860115,0.2697782
965,965,"This text was followed by hashtags life, eating disorder, insecure, self-confidence, self-esteem, love yourself, 1996, 2016, aging, girl, woman, getting older is cool.",t m  teksti oli seuraa hashtags el m    sy mish iri   ep varma  itseluottamus  itsetunto  rakasta itse si              ik  ntyminen  tytt   nainen  saada vanhempi on viile  ,tekstin per  n h n oli lis nnyt englanniksi hashtagit el m   sy mish iri   ep varma  itseluottamus  itsetunto  rakasta itse si              ik  ntyminen  tytt   nainen  vanheneminen on siisti  ,16.663324,-1.51788
966,966,That was when the Rwandan Patriotic Front (RPF) stopped the genocide organised by Hutu extremists.,se oli silloin  kun ruandan is nmaallinen rintama  rpf  pys ytti kansanmurhan j rjest m n hutujen   riryhm t ,silloin kapinallisryhm  rpf lopetti   rihutujen organisoiman kansanmurhan ,49.811203,0.033482727
967,967,"The biggest risk is if the person is just under 18, in which case it's around 10 percent.""",suurin riski on  jos henkil  on alle    vuotias  jolloin se on noin    prosenttia  ,riski on suurin tilanteessa  jossa testattava t ytt   pian    vuotta  silloin riski on noin    prosenttia  ,59.295868,0.47737703
968,968,Spouse of the Queen of Denmark does not want to be buried in the same place as the Queen,puoliso tanskan kuningatar ei halua tulla haudatuksi samaan paikkaan kuin kuningatar,tanskan kuningattaren puoliso ei halua tulla haudatuksi kuningattaren kanssa samaan paikkaan,-1.3180017,-2.3594286
969,969,"As tempers grew more heated, an order was sent to the soldiers through internal radio: ""If the masses offer resistance more than three times, shoot them dead,"" it said, according to an official document seen by TIME that has not been released to the local media.",kuten mielialojen kasvoi enemm n l mmitetty  jotta l hetettiin sotilaita kautta sis inen radio   jos massat vastarintaa enemm n kuin kolme kertaa  ampua heid t kuollut   se sanoi  mukaan virallinen asiakirja n hnyt ajan  ett  ei ole julkaissut paikalliset tiedotusv lineet ,kun tunnelma kuumeni  sotilaat saivat sis isess  radioj rjestelm ss  k skyn   jos ihmisjoukot tekev t vastarintaa enemm n kuin kolme kertaa  ampukaa heid t kuoliaiksi   tieto perustuu time lehden n kem  n viralliseen asiakirjaan  jota ei ole julkistettu paikallisille tiedotusv lineille ,41.033157,-0.37734088
970,970,"In addition, Papua boasts timber resources worth an estimated $78 billion.",lis ksi  papua tarjoaa puuvarojen on arvoltaan noin     miljardia euroa ,lis ksi papualla on arviolta    miljardin dollarin puuvarannot ,62.009453,0.6043762
971,971,"Bruins players are scheduled to occupy the hotel beginning this weekend, but Mora acknowledged that there could be an issue once those rooms are vacant during the season.",bruins pelaajat on tarkoitus miehitt   hotel alussa t n  viikonloppuna  mutta mora my nsi  ett  voisi olla kysymys  kun n m  huoneet ovat vapaana kauden aikana ,bruinsin pelaajien on tarkoitus muuttaa hotelliin tulevana viikonloppuna  mutta mora my nt    ett  ongelmia voi synty  kauden aikana  kun huoneet ovat ulkopuolisten k ytett viss  ,46.718307,-0.111268684
972,972,Amalie Iuel has published spectacular photos of herself in such places as the Grand Canyon.,amalie iuel on julkaissut n ytt vi  kuvia itsest  n t llaisissa paikoissa kuten grand canyon ,amalie iuel on julkaissut upeita kuvia itsest  n muun muassa grand canyonin maisemissa ,37.85607,-0.5260325
973,973,"""It's fun to watch the younger riders.",se on hauska katsella nuoremmat ratsastajat ,on kiva seurata nuorempien kavereiden menoa ,54.826065,0.2681846
974,974,"And in Kentucky, Gov. Matt Bevin (R) also got a visit from the ACLU over his use of Facebook and Twitter.",ja kentucky  gov  matt bevin  r  sai my s vierailun aclu yli h nen k ytt   facebook ja twitter ,ja yhdysvaltain kansalaisoikeuksien liitto k vi keskustelemassa kentuckyn republikaanisen kuvern  rin matt bevinin kanssa twitterin ja facebookin k yt st  ,45.753532,-0.15642138
975,975,"According to the survey, more than half of all young Syrian refugees do not expect to make a permanent return to their homeland.",tutkimuksen mukaan  yli puolet kaikista nuorten syyrian pakolaisia  l  odota tehd  pysyv  palata kotimaahansa ,tutkimuksen mukaan nuorista syyrialaispakolaisista yli puolet ei usko palaavansa kotimaahansa pysyv sti tulevaisuudessa ,35.908203,-0.6171952
976,976,EPA reverses decision to delay smog rule after lawsuits,epa kumoaa p  t ksen lyk t  savusumu s  nt  j lkeen oikeusjuttuja,epa py rt   p  t ksens  savusumus  nn sten toimeenpanon lykk  misest ,16.825926,-1.5102698
977,977,"Princess Sofia made her last public appearance in Båstad, Sweden, before giving birth.",prinsessa sofia teki h nen viimeinen julkinen esiintymisens  b stad  ruotsi  ennen synnytyst  ,prinsessa sofia edusti ruotsin b stadissa viimeist  kertaa ennen synnytyst  n ,63.017517,0.6515549
978,978,"Although PSG will have paid Neymar's buyout clause in one lump sum, it can spread the amount for accounting purposes over the length of his contract.",vaikka psg on maksettu neymar buyout lauseke kertamaksuna  se voi levit  m  r n kirjanpitoa varten pituudelta h nen sopimuksensa ,vaikka psg maksoi neymarin ulos sopimuksestaan kertakorvauksella  se voi jaksottaa summan kirjanpidossa h nen uuden sopimuksensa koko kestoajalle ,24.2734,-1.1617187
979,979,"""They were all killed to send a message to black people in this community: 'If you register and if you vote, this is what will happen to you.'""",he kaikki kuolivat l het  viesti musta ihmiset t ss  yhteis ss    jos olet rekister itynyt  ja jos haluat   nest    t m  on mit  tapahtuu sinulle   ,heid t murhattiin  koska mustaihoisille haluttiin viestitt    ett  heille k y samoin  jos he aikovat   nest    ,75.872314,1.2531756
980,980,"On Thursday afternoon, the roadwork had moved on to the Ilmestys statue (the golden deer) in Siilinjärvi.",torstai iltap iv ll   tie oli siirtynyt ilmestys patsas  kultainen hirvi  siilinj rvell  ,tiety t eteniv t torstai iltap iv n  siilinj rven puolella ilmestys patsaan eli kultaisen kauriin kohdalla ,30.487917,-0.8708714
981,981,"'Strong predation on a massive, heavily-armored dinosaur illustrates just how dangerous the dinosaur predators of the Cretaceous must have been,' said Brown.",voimakas saalistus on valtava  raskaasti panssaroitu dinosaurus osoittaa  miten vaarallinen dinosaurus saalistajat liitukauden on ollut   sanoi brown ,suuren  vahvasti panssaroidun dinosauruksen saalistus kertoo  kuinka vaarallisia liitukauden dinosaurukset olivat   brown sanoo ,-2.5329556,-2.41629
982,982,Rumors tend to fly freely in Culiacan.,huhuja on tapana lent   vapaasti culiacan ,huhut liikkuvat nopeasti ja vellovat vapaasti culiacanissa ,51.547073,0.11472365
983,983,But it is also Indonesia's land of gold.,mutta se on my s indonesia on maa kultaa ,mutta se on my s indonesian kultamaa ,82.32593,1.5552129
984,984,Edited at 8:58 pm: Transcription of the sentenced man's name edited.,muokattu klo      pm  transkriptio tuomitsi miehen nimi muokattu ,muokattu kello        korjattu tuomitun henkil n nimen litterointia ,-1.6777554,-2.3762655
985,985,Harry Potter and All Creatures Great and Small actor Robert Hardy has died,harry potter ja kaikki olennot suuria ja pieni  n yttelij  robert hardy on kuollut,harry potterista ja kaikenkarvaiset yst v ni  sarjasta tunnettu robert hardy on kuollut,56.522064,0.3475595
986,986,"But ""Comrade Detective"" is so committed to the verisimilitude of a hamfisted propaganda drama - a killer wearing a Reagan mask is involved - that it often plays like one.",mutta  toveri etsiv   on niin sitoutunut tuntu on hamfisted propaganda draamaa   tappaja yll  n reagan maski on mukana   ett  se usein pelaa kuin yksi ,comrade detective j   kuitenkin liikaa kiinni k mpel n sosialistisen draaman j ljittelyyn   mukana on esimerkiksi reagan naamarin taakse k tkeytyv  tappaja  siksi sarja alkaa usein oikeasti tuntua k mpel lt  propagandalta ,57.560493,0.3961593
987,987,"In April 1946, a Supreme Court ruling enabled black citizens in Georgia to cast ballots for the first time during the primary race later that summer.",huhtikuussa       korkeimman oikeuden tuomio k yt ss  musta kansalaisten georgia heitt     nestysliput ensimm ist  kertaa aikana ensisijainen rotu my hemmin kes ll  ,vuonna      georgian osavaltion mustaihoiset saivat korkeimman oikeuden p  t ksell    nest   ensimm ist  kertaa presidentinvaaleissa  korkein oikeus antoi p  t ksens  huhtikuussa  ja vaalit pidettiin kes ll  ,41.388023,-0.3607327
988,988,Finland is getting ready to make legal kilju,suomi on valmis tekem  n oikeudellisia kilju kulttuurissa,suomi valmistautuu luvalliseen kiljun tekoon,77.62927,1.3354034
989,989,"The Bank of England has warned economic growth will remain ""sluggish"" as it kept interest rates on hold amid a tightening squeeze on family incomes.",englannin pankki on varoittanut talouden kasvu on edelleen  hidas   koska se piti korot pitoon keskell  kirist minen puristaa perheen tulot ,englannin keskuspankki on varoittanut  ett  talouskasvu jatkuu hitaana  pankki siirsi koronnostoja  koska perheiden tulotasoon kohdistuu entist  enemm n paineita ,49.848373,0.035222348
990,990,The authorities are considering limiting the number of tourists.,viranomaiset harkitsevat rajoittamalla m  r  turisteja ,viranomaiset harkitsevat rajoituksia turistim  riin ,60.75746,0.54578143
991,991,"Working remotely from Kauniainen, Widenius makes sure that the Internet works as it should.",ty skentely et n  kauniainen  widenius varmistaa  ett  internet toimii niin kuin sen pit isi ,kauniaisista k sin et t it  tekev  mies pit   osaltaan huolta siit   ett  internet toimii sulavasti ,52.059036,0.13868415
